country,year,sex,age,gdp_for_year ($),gdp_per_capita ($)
Italy,2014,female,5-14 years,"21,51,73,28,68,243",37035.0
Italy,2014,male,5-14 years,"21,51,73,28,68,243",37035.0
Italy,2015,male,75+ years,"18,32,86,84,90,534",31537.0
Italy,2015,male,55-74 years,"18,32,86,84,90,534",31537.0
Italy,2015,male,35-54 years,"18,32,86,84,90,534",31537.0
Italy,2015,male,25-34 years,"18,32,86,84,90,534",31537.0
Italy,2015,male,15-24 years,"18,32,86,84,90,534",31537.0
Italy,2015,female,55-74 years,"18,32,86,84,90,534",31537.0
Italy,2015,female,75+ years,"18,32,86,84,90,534",31537.0
Italy,2015,female,35-54 years,"18,32,86,84,90,534",31537.0
Italy,2015,female,25-34 years,"18,32,86,84,90,534",31537.0
Italy,2015,female,15-24 years,"18,32,86,84,90,534",31537.0
Italy,2015,male,5-14 years,"18,32,86,84,90,534",31537.0
Italy,2015,female,5-14 years,"18,32,86,84,90,534",31537.0
Jamaica,1985,male,75+ years,"2,10,02,23,150",1032.0
Jamaica,1985,female,75+ years,"2,10,02,23,150",1032.0
Jamaica,1985,male,15-24 years,"2,10,02,23,150",1032.0
Jamaica,1985,male,25-34 years,"2,10,02,23,150",1032.0
Jamaica,1985,male,35-54 years,"2,10,02,23,150",1032.0
Jamaica,1985,female,35-54 years,"2,10,02,23,150",1032.0
Jamaica,1985,female,15-24 years,"2,10,02,23,150",1032.0
Jamaica,1985,female,25-34 years,"2,10,02,23,150",1032.0
Jamaica,1985,female,5-14 years,"2,10,02,23,150",1032.0
Jamaica,1985,female,55-74 years,"2,10,02,23,150",1032.0
Jamaica,1985,male,5-14 years,"2,10,02,23,150",1032.0
Jamaica,1985,male,55-74 years,"2,10,02,23,150",1032.0
Jamaica,1986,male,35-54 years,"2,75,45,66,176",1342.0
Jamaica,1986,female,15-24 years,"2,75,45,66,176",1342.0
Jamaica,1986,female,25-34 years,"2,75,45,66,176",1342.0
Jamaica,1986,female,35-54 years,"2,75,45,66,176",1342.0
Jamaica,1986,female,5-14 years,"2,75,45,66,176",1342.0
Jamaica,1986,female,55-74 years,"2,75,45,66,176",1342.0
Jamaica,1986,female,75+ years,"2,75,45,66,176",1342.0
Jamaica,1986,male,15-24 years,"2,75,45,66,176",1342.0
Jamaica,1986,male,25-34 years,"2,75,45,66,176",1342.0
Jamaica,1986,male,5-14 years,"2,75,45,66,176",1342.0
Jamaica,1986,male,55-74 years,"2,75,45,66,176",1342.0
Jamaica,1986,male,75+ years,"2,75,45,66,176",1342.0
Jamaica,1987,male,55-74 years,"3,28,69,87,552",1587.0
Jamaica,1987,male,15-24 years,"3,28,69,87,552",1587.0
Jamaica,1987,male,25-34 years,"3,28,69,87,552",1587.0
Jamaica,1987,female,25-34 years,"3,28,69,87,552",1587.0
Jamaica,1987,female,35-54 years,"3,28,69,87,552",1587.0
Jamaica,1987,female,5-14 years,"3,28,69,87,552",1587.0
Jamaica,1987,female,15-24 years,"3,28,69,87,552",1587.0
Jamaica,1987,female,55-74 years,"3,28,69,87,552",1587.0
Jamaica,1987,female,75+ years,"3,28,69,87,552",1587.0
Jamaica,1987,male,35-54 years,"3,28,69,87,552",1587.0
Jamaica,1987,male,5-14 years,"3,28,69,87,552",1587.0
Jamaica,1987,male,75+ years,"3,28,69,87,552",1587.0
Jamaica,1988,female,75+ years,"3,82,83,10,735",1831.0
Jamaica,1988,male,15-24 years,"3,82,83,10,735",1831.0
Jamaica,1988,male,35-54 years,"3,82,83,10,735",1831.0
Jamaica,1988,female,25-34 years,"3,82,83,10,735",1831.0
Jamaica,1988,female,15-24 years,"3,82,83,10,735",1831.0
Jamaica,1988,female,35-54 years,"3,82,83,10,735",1831.0
Jamaica,1988,female,5-14 years,"3,82,83,10,735",1831.0
Jamaica,1988,female,55-74 years,"3,82,83,10,735",1831.0
Jamaica,1988,male,25-34 years,"3,82,83,10,735",1831.0
Jamaica,1988,male,5-14 years,"3,82,83,10,735",1831.0
Jamaica,1988,male,55-74 years,"3,82,83,10,735",1831.0
Jamaica,1988,male,75+ years,"3,82,83,10,735",1831.0
Jamaica,1989,female,15-24 years,"4,40,49,70,059",2087.0
Jamaica,1989,female,25-34 years,"4,40,49,70,059",2087.0
Jamaica,1989,female,35-54 years,"4,40,49,70,059",2087.0
Jamaica,1989,female,5-14 years,"4,40,49,70,059",2087.0
Jamaica,1989,female,55-74 years,"4,40,49,70,059",2087.0
Jamaica,1989,female,75+ years,"4,40,49,70,059",2087.0
Jamaica,1989,male,15-24 years,"4,40,49,70,059",2087.0
Jamaica,1989,male,25-34 years,"4,40,49,70,059",2087.0
Jamaica,1989,male,35-54 years,"4,40,49,70,059",2087.0
Jamaica,1989,male,5-14 years,"4,40,49,70,059",2087.0
Jamaica,1989,male,55-74 years,"4,40,49,70,059",2087.0
Jamaica,1989,male,75+ years,"4,40,49,70,059",2087.0
Jamaica,1990,male,15-24 years,"4,59,22,24,067",2155.0
Jamaica,1990,male,35-54 years,"4,59,22,24,067",2155.0
Jamaica,1990,female,15-24 years,"4,59,22,24,067",2155.0
Jamaica,1990,female,25-34 years,"4,59,22,24,067",2155.0
Jamaica,1990,female,35-54 years,"4,59,22,24,067",2155.0
Jamaica,1990,female,5-14 years,"4,59,22,24,067",2155.0
Jamaica,1990,female,55-74 years,"4,59,22,24,067",2155.0
Jamaica,1990,female,75+ years,"4,59,22,24,067",2155.0
Jamaica,1990,male,25-34 years,"4,59,22,24,067",2155.0
Jamaica,1990,male,5-14 years,"4,59,22,24,067",2155.0
Jamaica,1990,male,55-74 years,"4,59,22,24,067",2155.0
Jamaica,1990,male,75+ years,"4,59,22,24,067",2155.0
Jamaica,1991,male,55-74 years,"4,07,12,19,198",1889.0
Jamaica,1991,female,15-24 years,"4,07,12,19,198",1889.0
Jamaica,1991,female,25-34 years,"4,07,12,19,198",1889.0
Jamaica,1991,female,35-54 years,"4,07,12,19,198",1889.0
Jamaica,1991,female,5-14 years,"4,07,12,19,198",1889.0
Jamaica,1991,female,55-74 years,"4,07,12,19,198",1889.0
Jamaica,1991,female,75+ years,"4,07,12,19,198",1889.0
Jamaica,1991,male,15-24 years,"4,07,12,19,198",1889.0
Jamaica,1991,male,25-34 years,"4,07,12,19,198",1889.0
Jamaica,1991,male,35-54 years,"4,07,12,19,198",1889.0
Jamaica,1991,male,5-14 years,"4,07,12,19,198",1889.0
Jamaica,1991,male,75+ years,"4,07,12,19,198",1889.0
Jamaica,2000,male,35-54 years,"8,98,53,52,832",3795.0
Jamaica,2000,male,15-24 years,"8,98,53,52,832",3795.0
Jamaica,2000,female,15-24 years,"8,98,53,52,832",3795.0
Jamaica,2000,female,25-34 years,"8,98,53,52,832",3795.0
Jamaica,2000,female,35-54 years,"8,98,53,52,832",3795.0
Jamaica,2000,female,5-14 years,"8,98,53,52,832",3795.0
Jamaica,2000,female,55-74 years,"8,98,53,52,832",3795.0
Jamaica,2000,female,75+ years,"8,98,53,52,832",3795.0
Jamaica,2000,male,25-34 years,"8,98,53,52,832",3795.0
Jamaica,2000,male,5-14 years,"8,98,53,52,832",3795.0
Jamaica,2000,male,55-74 years,"8,98,53,52,832",3795.0
Jamaica,2000,male,75+ years,"8,98,53,52,832",3795.0
Jamaica,2001,male,55-74 years,"9,17,80,16,493",3838.0
Jamaica,2001,male,25-34 years,"9,17,80,16,493",3838.0
Jamaica,2001,female,15-24 years,"9,17,80,16,493",3838.0
Jamaica,2001,male,35-54 years,"9,17,80,16,493",3838.0
Jamaica,2001,female,25-34 years,"9,17,80,16,493",3838.0
Jamaica,2001,female,35-54 years,"9,17,80,16,493",3838.0
Jamaica,2001,female,5-14 years,"9,17,80,16,493",3838.0
Jamaica,2001,female,55-74 years,"9,17,80,16,493",3838.0
Jamaica,2001,female,75+ years,"9,17,80,16,493",3838.0
Jamaica,2001,male,15-24 years,"9,17,80,16,493",3838.0
Jamaica,2001,male,5-14 years,"9,17,80,16,493",3838.0
Jamaica,2001,male,75+ years,"9,17,80,16,493",3838.0
Jamaica,2002,male,35-54 years,"9,69,41,69,757",4013.0
Jamaica,2002,female,15-24 years,"9,69,41,69,757",4013.0
Jamaica,2002,female,25-34 years,"9,69,41,69,757",4013.0
Jamaica,2002,female,35-54 years,"9,69,41,69,757",4013.0
Jamaica,2002,female,5-14 years,"9,69,41,69,757",4013.0
Jamaica,2002,female,55-74 years,"9,69,41,69,757",4013.0
Jamaica,2002,female,75+ years,"9,69,41,69,757",4013.0
Jamaica,2002,male,15-24 years,"9,69,41,69,757",4013.0
Jamaica,2002,male,25-34 years,"9,69,41,69,757",4013.0
Jamaica,2002,male,5-14 years,"9,69,41,69,757",4013.0
Jamaica,2002,male,55-74 years,"9,69,41,69,757",4013.0
Jamaica,2002,male,75+ years,"9,69,41,69,757",4013.0
Jamaica,2003,male,25-34 years,"9,39,94,47,609",3852.0
Jamaica,2003,female,15-24 years,"9,39,94,47,609",3852.0
Jamaica,2003,female,25-34 years,"9,39,94,47,609",3852.0
Jamaica,2003,female,35-54 years,"9,39,94,47,609",3852.0
Jamaica,2003,female,5-14 years,"9,39,94,47,609",3852.0
Jamaica,2003,female,55-74 years,"9,39,94,47,609",3852.0
Jamaica,2003,female,75+ years,"9,39,94,47,609",3852.0
Jamaica,2003,male,15-24 years,"9,39,94,47,609",3852.0
Jamaica,2003,male,35-54 years,"9,39,94,47,609",3852.0
Jamaica,2003,male,5-14 years,"9,39,94,47,609",3852.0
Jamaica,2003,male,55-74 years,"9,39,94,47,609",3852.0
Jamaica,2003,male,75+ years,"9,39,94,47,609",3852.0
Jamaica,2004,male,55-74 years,"10,15,09,78,155",4119.0
Jamaica,2004,female,15-24 years,"10,15,09,78,155",4119.0
Jamaica,2004,female,25-34 years,"10,15,09,78,155",4119.0
Jamaica,2004,female,35-54 years,"10,15,09,78,155",4119.0
Jamaica,2004,female,5-14 years,"10,15,09,78,155",4119.0
Jamaica,2004,female,55-74 years,"10,15,09,78,155",4119.0
Jamaica,2004,female,75+ years,"10,15,09,78,155",4119.0
Jamaica,2004,male,15-24 years,"10,15,09,78,155",4119.0
Jamaica,2004,male,25-34 years,"10,15,09,78,155",4119.0
Jamaica,2004,male,35-54 years,"10,15,09,78,155",4119.0
Jamaica,2004,male,5-14 years,"10,15,09,78,155",4119.0
Jamaica,2004,male,75+ years,"10,15,09,78,155",4119.0
Jamaica,2005,male,25-34 years,"11,20,44,16,000",4505.0
Jamaica,2005,male,55-74 years,"11,20,44,16,000",4505.0
Jamaica,2005,male,35-54 years,"11,20,44,16,000",4505.0
Jamaica,2005,male,75+ years,"11,20,44,16,000",4505.0
Jamaica,2005,male,15-24 years,"11,20,44,16,000",4505.0
Jamaica,2005,female,35-54 years,"11,20,44,16,000",4505.0
Jamaica,2005,female,25-34 years,"11,20,44,16,000",4505.0
Jamaica,2005,female,15-24 years,"11,20,44,16,000",4505.0
Jamaica,2005,female,5-14 years,"11,20,44,16,000",4505.0
Jamaica,2005,male,5-14 years,"11,20,44,16,000",4505.0
Jamaica,2005,female,55-74 years,"11,20,44,16,000",4505.0
Jamaica,2005,female,75+ years,"11,20,44,16,000",4505.0
Jamaica,2006,female,15-24 years,"11,90,55,25,197",4738.0
Jamaica,2006,female,25-34 years,"11,90,55,25,197",4738.0
Jamaica,2006,female,35-54 years,"11,90,55,25,197",4738.0
Jamaica,2006,female,5-14 years,"11,90,55,25,197",4738.0
Jamaica,2006,female,55-74 years,"11,90,55,25,197",4738.0
Jamaica,2006,female,75+ years,"11,90,55,25,197",4738.0
Jamaica,2006,male,15-24 years,"11,90,55,25,197",4738.0
Jamaica,2006,male,25-34 years,"11,90,55,25,197",4738.0
Jamaica,2006,male,35-54 years,"11,90,55,25,197",4738.0
Jamaica,2006,male,5-14 years,"11,90,55,25,197",4738.0
Jamaica,2006,male,55-74 years,"11,90,55,25,197",4738.0
Jamaica,2006,male,75+ years,"11,90,55,25,197",4738.0
Jamaica,2009,male,75+ years,"12,03,88,29,246",4686.0
Jamaica,2009,male,25-34 years,"12,03,88,29,246",4686.0
Jamaica,2009,male,55-74 years,"12,03,88,29,246",4686.0
Jamaica,2009,male,35-54 years,"12,03,88,29,246",4686.0
Jamaica,2009,male,15-24 years,"12,03,88,29,246",4686.0
Jamaica,2009,female,55-74 years,"12,03,88,29,246",4686.0
Jamaica,2009,female,25-34 years,"12,03,88,29,246",4686.0
Jamaica,2009,female,15-24 years,"12,03,88,29,246",4686.0
Jamaica,2009,male,5-14 years,"12,03,88,29,246",4686.0
Jamaica,2009,female,35-54 years,"12,03,88,29,246",4686.0
Jamaica,2009,female,5-14 years,"12,03,88,29,246",4686.0
Jamaica,2009,female,75+ years,"12,03,88,29,246",4686.0
Jamaica,2010,male,25-34 years,"13,19,16,45,686",5100.0
Jamaica,2010,male,5-14 years,"13,19,16,45,686",5100.0
Jamaica,2010,male,35-54 years,"13,19,16,45,686",5100.0
Jamaica,2010,female,15-24 years,"13,19,16,45,686",5100.0
Jamaica,2010,female,25-34 years,"13,19,16,45,686",5100.0
Jamaica,2010,female,35-54 years,"13,19,16,45,686",5100.0
Jamaica,2010,female,5-14 years,"13,19,16,45,686",5100.0
Jamaica,2010,female,55-74 years,"13,19,16,45,686",5100.0
Jamaica,2010,female,75+ years,"13,19,16,45,686",5100.0
Jamaica,2010,male,15-24 years,"13,19,16,45,686",5100.0
Jamaica,2010,male,55-74 years,"13,19,16,45,686",5100.0
Jamaica,2010,male,75+ years,"13,19,16,45,686",5100.0
Jamaica,2011,male,75+ years,"14,43,99,10,353",5552.0
Jamaica,2011,male,55-74 years,"14,43,99,10,353",5552.0
Jamaica,2011,male,35-54 years,"14,43,99,10,353",5552.0
Jamaica,2011,male,25-34 years,"14,43,99,10,353",5552.0
Jamaica,2011,male,15-24 years,"14,43,99,10,353",5552.0
Jamaica,2011,female,5-14 years,"14,43,99,10,353",5552.0
Jamaica,2011,male,5-14 years,"14,43,99,10,353",5552.0
Jamaica,2011,female,55-74 years,"14,43,99,10,353",5552.0
Jamaica,2011,female,15-24 years,"14,43,99,10,353",5552.0
Jamaica,2011,female,35-54 years,"14,43,99,10,353",5552.0
Jamaica,2011,female,25-34 years,"14,43,99,10,353",5552.0
Jamaica,2011,female,75+ years,"14,43,99,10,353",5552.0
Japan,1985,male,75+ years,"13,98,89,27,44,821",12401.0
Japan,1985,female,75+ years,"13,98,89,27,44,821",12401.0
Japan,1985,male,55-74 years,"13,98,89,27,44,821",12401.0
Japan,1985,male,35-54 years,"13,98,89,27,44,821",12401.0
Japan,1985,male,25-34 years,"13,98,89,27,44,821",12401.0
Japan,1985,female,55-74 years,"13,98,89,27,44,821",12401.0
Japan,1985,female,35-54 years,"13,98,89,27,44,821",12401.0
Japan,1985,male,15-24 years,"13,98,89,27,44,821",12401.0
Japan,1985,female,25-34 years,"13,98,89,27,44,821",12401.0
Japan,1985,female,15-24 years,"13,98,89,27,44,821",12401.0
Japan,1985,male,5-14 years,"13,98,89,27,44,821",12401.0
Japan,1985,female,5-14 years,"13,98,89,27,44,821",12401.0
Japan,1986,male,75+ years,"20,78,95,33,33,674",18288.0
Japan,1986,female,75+ years,"20,78,95,33,33,674",18288.0
Japan,1986,male,55-74 years,"20,78,95,33,33,674",18288.0
Japan,1986,male,35-54 years,"20,78,95,33,33,674",18288.0
Japan,1986,female,55-74 years,"20,78,95,33,33,674",18288.0
Japan,1986,male,25-34 years,"20,78,95,33,33,674",18288.0
Japan,1986,female,35-54 years,"20,78,95,33,33,674",18288.0
Japan,1986,male,15-24 years,"20,78,95,33,33,674",18288.0
Japan,1986,female,25-34 years,"20,78,95,33,33,674",18288.0
Japan,1986,female,15-24 years,"20,78,95,33,33,674",18288.0
Japan,1986,male,5-14 years,"20,78,95,33,33,674",18288.0
Japan,1986,female,5-14 years,"20,78,95,33,33,674",18288.0
Japan,1987,male,75+ years,"25,32,80,85,73,157",22137.0
Japan,1987,female,75+ years,"25,32,80,85,73,157",22137.0
Japan,1987,male,55-74 years,"25,32,80,85,73,157",22137.0
Japan,1987,male,35-54 years,"25,32,80,85,73,157",22137.0
Japan,1987,female,55-74 years,"25,32,80,85,73,157",22137.0
Japan,1987,male,25-34 years,"25,32,80,85,73,157",22137.0
Japan,1987,female,35-54 years,"25,32,80,85,73,157",22137.0
Japan,1987,male,15-24 years,"25,32,80,85,73,157",22137.0
Japan,1987,female,25-34 years,"25,32,80,85,73,157",22137.0
Japan,1987,female,15-24 years,"25,32,80,85,73,157",22137.0
Japan,1987,male,5-14 years,"25,32,80,85,73,157",22137.0
Japan,1987,female,5-14 years,"25,32,80,85,73,157",22137.0
Japan,1988,male,75+ years,"30,71,68,30,13,179",26687.0
Japan,1988,female,75+ years,"30,71,68,30,13,179",26687.0
Japan,1988,male,55-74 years,"30,71,68,30,13,179",26687.0
Japan,1988,male,35-54 years,"30,71,68,30,13,179",26687.0
Japan,1988,female,55-74 years,"30,71,68,30,13,179",26687.0
Japan,1988,male,25-34 years,"30,71,68,30,13,179",26687.0
Japan,1988,female,35-54 years,"30,71,68,30,13,179",26687.0
Japan,1988,male,15-24 years,"30,71,68,30,13,179",26687.0
Japan,1988,female,25-34 years,"30,71,68,30,13,179",26687.0
Japan,1988,female,15-24 years,"30,71,68,30,13,179",26687.0
Japan,1988,male,5-14 years,"30,71,68,30,13,179",26687.0
Japan,1988,female,5-14 years,"30,71,68,30,13,179",26687.0
Japan,1989,male,75+ years,"30,54,91,41,66,263",26389.0
Japan,1989,female,75+ years,"30,54,91,41,66,263",26389.0
Japan,1989,male,55-74 years,"30,54,91,41,66,263",26389.0
Japan,1989,male,35-54 years,"30,54,91,41,66,263",26389.0
Japan,1989,female,55-74 years,"30,54,91,41,66,263",26389.0
Japan,1989,male,25-34 years,"30,54,91,41,66,263",26389.0
Japan,1989,female,35-54 years,"30,54,91,41,66,263",26389.0
Japan,1989,male,15-24 years,"30,54,91,41,66,263",26389.0
Japan,1989,female,25-34 years,"30,54,91,41,66,263",26389.0
Japan,1989,female,15-24 years,"30,54,91,41,66,263",26389.0
Japan,1989,male,5-14 years,"30,54,91,41,66,263",26389.0
Japan,1989,female,5-14 years,"30,54,91,41,66,263",26389.0
Japan,1990,male,75+ years,"31,32,81,76,52,848",26949.0
Japan,1990,female,75+ years,"31,32,81,76,52,848",26949.0
Japan,1990,male,55-74 years,"31,32,81,76,52,848",26949.0
Japan,1990,male,35-54 years,"31,32,81,76,52,848",26949.0
Japan,1990,female,55-74 years,"31,32,81,76,52,848",26949.0
Japan,1990,male,25-34 years,"31,32,81,76,52,848",26949.0
Japan,1990,female,35-54 years,"31,32,81,76,52,848",26949.0
Japan,1990,male,15-24 years,"31,32,81,76,52,848",26949.0
Japan,1990,female,25-34 years,"31,32,81,76,52,848",26949.0
Japan,1990,female,15-24 years,"31,32,81,76,52,848",26949.0
Japan,1990,male,5-14 years,"31,32,81,76,52,848",26949.0
Japan,1990,female,5-14 years,"31,32,81,76,52,848",26949.0
Japan,1991,male,75+ years,"35,84,42,00,77,101",30688.0
Japan,1991,female,75+ years,"35,84,42,00,77,101",30688.0
Japan,1991,male,55-74 years,"35,84,42,00,77,101",30688.0
Japan,1991,male,35-54 years,"35,84,42,00,77,101",30688.0
Japan,1991,female,55-74 years,"35,84,42,00,77,101",30688.0
Japan,1991,male,25-34 years,"35,84,42,00,77,101",30688.0
Japan,1991,female,35-54 years,"35,84,42,00,77,101",30688.0
Japan,1991,male,15-24 years,"35,84,42,00,77,101",30688.0
Japan,1991,female,25-34 years,"35,84,42,00,77,101",30688.0
Japan,1991,female,15-24 years,"35,84,42,00,77,101",30688.0
Japan,1991,male,5-14 years,"35,84,42,00,77,101",30688.0
Japan,1991,female,5-14 years,"35,84,42,00,77,101",30688.0
Japan,1992,male,75+ years,"39,08,80,94,63,464",33320.0
Japan,1992,female,75+ years,"39,08,80,94,63,464",33320.0
Japan,1992,male,55-74 years,"39,08,80,94,63,464",33320.0
Japan,1992,male,35-54 years,"39,08,80,94,63,464",33320.0
Japan,1992,female,55-74 years,"39,08,80,94,63,464",33320.0
Japan,1992,male,25-34 years,"39,08,80,94,63,464",33320.0
Japan,1992,female,35-54 years,"39,08,80,94,63,464",33320.0
Japan,1992,male,15-24 years,"39,08,80,94,63,464",33320.0
Japan,1992,female,25-34 years,"39,08,80,94,63,464",33320.0
Japan,1992,female,15-24 years,"39,08,80,94,63,464",33320.0
Japan,1992,male,5-14 years,"39,08,80,94,63,464",33320.0
Japan,1992,female,5-14 years,"39,08,80,94,63,464",33320.0
Japan,1993,male,75+ years,"44,54,14,38,76,947",37832.0
Japan,1993,female,75+ years,"44,54,14,38,76,947",37832.0
Japan,1993,male,55-74 years,"44,54,14,38,76,947",37832.0
Japan,1993,male,35-54 years,"44,54,14,38,76,947",37832.0
Japan,1993,male,25-34 years,"44,54,14,38,76,947",37832.0
Japan,1993,female,55-74 years,"44,54,14,38,76,947",37832.0
Japan,1993,female,35-54 years,"44,54,14,38,76,947",37832.0
Japan,1993,male,15-24 years,"44,54,14,38,76,947",37832.0
Japan,1993,female,25-34 years,"44,54,14,38,76,947",37832.0
Japan,1993,female,15-24 years,"44,54,14,38,76,947",37832.0
Japan,1993,male,5-14 years,"44,54,14,38,76,947",37832.0
Japan,1993,female,5-14 years,"44,54,14,38,76,947",37832.0
Japan,1994,male,75+ years,"49,07,03,93,84,470",41563.0
Japan,1994,male,55-74 years,"49,07,03,93,84,470",41563.0
Japan,1994,female,75+ years,"49,07,03,93,84,470",41563.0
Japan,1994,male,35-54 years,"49,07,03,93,84,470",41563.0
Japan,1994,male,25-34 years,"49,07,03,93,84,470",41563.0
Japan,1994,female,55-74 years,"49,07,03,93,84,470",41563.0
Japan,1994,male,15-24 years,"49,07,03,93,84,470",41563.0
Japan,1994,female,35-54 years,"49,07,03,93,84,470",41563.0
Japan,1994,female,25-34 years,"49,07,03,93,84,470",41563.0
Japan,1994,female,15-24 years,"49,07,03,93,84,470",41563.0
Japan,1994,male,5-14 years,"49,07,03,93,84,470",41563.0
Japan,1994,female,5-14 years,"49,07,03,93,84,470",41563.0
Japan,1995,male,75+ years,"54,49,11,63,04,981",46043.0
Japan,1995,male,55-74 years,"54,49,11,63,04,981",46043.0
Japan,1995,female,75+ years,"54,49,11,63,04,981",46043.0
Japan,1995,male,35-54 years,"54,49,11,63,04,981",46043.0
Japan,1995,male,25-34 years,"54,49,11,63,04,981",46043.0
Japan,1995,female,55-74 years,"54,49,11,63,04,981",46043.0
Japan,1995,male,15-24 years,"54,49,11,63,04,981",46043.0
Japan,1995,female,35-54 years,"54,49,11,63,04,981",46043.0
Japan,1995,female,25-34 years,"54,49,11,63,04,981",46043.0
Japan,1995,female,15-24 years,"54,49,11,63,04,981",46043.0
Japan,1995,male,5-14 years,"54,49,11,63,04,981",46043.0
Japan,1995,female,5-14 years,"54,49,11,63,04,981",46043.0
Japan,1996,male,75+ years,"48,33,71,25,42,207",40693.0
Japan,1996,male,55-74 years,"48,33,71,25,42,207",40693.0
Japan,1996,female,75+ years,"48,33,71,25,42,207",40693.0
Japan,1996,male,35-54 years,"48,33,71,25,42,207",40693.0
Japan,1996,male,25-34 years,"48,33,71,25,42,207",40693.0
Japan,1996,female,55-74 years,"48,33,71,25,42,207",40693.0
Japan,1996,male,15-24 years,"48,33,71,25,42,207",40693.0
Japan,1996,female,35-54 years,"48,33,71,25,42,207",40693.0
Japan,1996,female,25-34 years,"48,33,71,25,42,207",40693.0
Japan,1996,female,15-24 years,"48,33,71,25,42,207",40693.0
Japan,1996,male,5-14 years,"48,33,71,25,42,207",40693.0
Japan,1996,female,5-14 years,"48,33,71,25,42,207",40693.0
Japan,1997,male,75+ years,"44,14,73,28,43,544",37080.0
Japan,1997,male,55-74 years,"44,14,73,28,43,544",37080.0
Japan,1997,male,35-54 years,"44,14,73,28,43,544",37080.0
Japan,1997,female,75+ years,"44,14,73,28,43,544",37080.0
Japan,1997,male,25-34 years,"44,14,73,28,43,544",37080.0
Japan,1997,female,55-74 years,"44,14,73,28,43,544",37080.0
Japan,1997,female,35-54 years,"44,14,73,28,43,544",37080.0
Japan,1997,male,15-24 years,"44,14,73,28,43,544",37080.0
Japan,1997,female,25-34 years,"44,14,73,28,43,544",37080.0
Japan,1997,female,15-24 years,"44,14,73,28,43,544",37080.0
Japan,1997,male,5-14 years,"44,14,73,28,43,544",37080.0
Japan,1997,female,5-14 years,"44,14,73,28,43,544",37080.0
Japan,1998,male,75+ years,"40,32,50,97,60,873",33791.0
Japan,1998,male,55-74 years,"40,32,50,97,60,873",33791.0
Japan,1998,male,35-54 years,"40,32,50,97,60,873",33791.0
Japan,1998,female,75+ years,"40,32,50,97,60,873",33791.0
Japan,1998,male,25-34 years,"40,32,50,97,60,873",33791.0
Japan,1998,female,55-74 years,"40,32,50,97,60,873",33791.0
Japan,1998,male,15-24 years,"40,32,50,97,60,873",33791.0
Japan,1998,female,35-54 years,"40,32,50,97,60,873",33791.0
Japan,1998,female,25-34 years,"40,32,50,97,60,873",33791.0
Japan,1998,female,15-24 years,"40,32,50,97,60,873",33791.0
Japan,1998,male,5-14 years,"40,32,50,97,60,873",33791.0
Japan,1998,female,5-14 years,"40,32,50,97,60,873",33791.0
Japan,1999,male,75+ years,"45,62,07,88,22,335",38164.0
Japan,1999,male,55-74 years,"45,62,07,88,22,335",38164.0
Japan,1999,male,35-54 years,"45,62,07,88,22,335",38164.0
Japan,1999,female,75+ years,"45,62,07,88,22,335",38164.0
Japan,1999,male,25-34 years,"45,62,07,88,22,335",38164.0
Japan,1999,female,55-74 years,"45,62,07,88,22,335",38164.0
Japan,1999,male,15-24 years,"45,62,07,88,22,335",38164.0
Japan,1999,female,35-54 years,"45,62,07,88,22,335",38164.0
Japan,1999,female,25-34 years,"45,62,07,88,22,335",38164.0
Japan,1999,female,15-24 years,"45,62,07,88,22,335",38164.0
Japan,1999,male,5-14 years,"45,62,07,88,22,335",38164.0
Japan,1999,female,5-14 years,"45,62,07,88,22,335",38164.0
Japan,2000,male,55-74 years,"48,87,51,96,60,745",40813.0
Japan,2000,male,75+ years,"48,87,51,96,60,745",40813.0
Japan,2000,male,35-54 years,"48,87,51,96,60,745",40813.0
Japan,2000,female,75+ years,"48,87,51,96,60,745",40813.0
Japan,2000,male,25-34 years,"48,87,51,96,60,745",40813.0
Japan,2000,female,55-74 years,"48,87,51,96,60,745",40813.0
Japan,2000,male,15-24 years,"48,87,51,96,60,745",40813.0
Japan,2000,female,35-54 years,"48,87,51,96,60,745",40813.0
Japan,2000,female,25-34 years,"48,87,51,96,60,745",40813.0
Japan,2000,female,15-24 years,"48,87,51,96,60,745",40813.0
Japan,2000,male,5-14 years,"48,87,51,96,60,745",40813.0
Japan,2000,female,5-14 years,"48,87,51,96,60,745",40813.0
Japan,2001,male,55-74 years,"43,03,54,42,59,843",35843.0
Japan,2001,male,75+ years,"43,03,54,42,59,843",35843.0
Japan,2001,male,35-54 years,"43,03,54,42,59,843",35843.0
Japan,2001,female,75+ years,"43,03,54,42,59,843",35843.0
Japan,2001,male,25-34 years,"43,03,54,42,59,843",35843.0
Japan,2001,female,55-74 years,"43,03,54,42,59,843",35843.0
Japan,2001,male,15-24 years,"43,03,54,42,59,843",35843.0
Japan,2001,female,35-54 years,"43,03,54,42,59,843",35843.0
Japan,2001,female,25-34 years,"43,03,54,42,59,843",35843.0
Japan,2001,female,15-24 years,"43,03,54,42,59,843",35843.0
Japan,2001,male,5-14 years,"43,03,54,42,59,843",35843.0
Japan,2001,female,5-14 years,"43,03,54,42,59,843",35843.0
Japan,2002,male,55-74 years,"41,15,11,62,79,070",34239.0
Japan,2002,male,35-54 years,"41,15,11,62,79,070",34239.0
Japan,2002,male,75+ years,"41,15,11,62,79,070",34239.0
